DATE,Vms,Ta,RH,VPDhpa,SVWC30cm,Rn,PPFD,Rainfall,Month,Day,year,time,DOY,Cof,G,GPPob,LE,SIF,NIRv,fPAR
2024-1-3,2,1.574,44.9814,3.76636,39.5,572.161,910.971,0,1,3,2024,10,3,420,50,0.34219,50,0.15699,0.10082,0.63374
2024-1-3,2,2.21,41.4753,4.1935,39.5,631.876,1022.98,0,1,3,2024,10.5,3,420,50,0.34743,50,0.1455,0.10387,0.62968
2024-1-3,2,2.473,41.0217,4.30623,39.5,679.419,1115.81,0,1,3,2024,11,3,420,50,0.35096,50,0.14439,0.10672,0.6241
2024-1-3,2,2.65,41.2618,4.34322,39.5,709.342,1177.19,0,1,3,2024,11.5,3,420,50,0.35266,50,0.14971,0.10942,0.62102
2024-1-3,2,2.834,37.0724,4.71441,39.5,707.323,1183.89,0,1,3,2024,12,3,420,50,0.35143,50,0.15076,0.11238,0.62273
2024-1-3,2,2.953,37.3807,4.73121,39.5,684.471,1159.63,0,1,3,2024,12.5,3,420,50,0.34819,50,0.15794,0.11608,0.62396
2024-1-3,2,3.238,38.6145,4.73286,39.5,647.468,1111.73,0,1,3,2024,13,3,420,50,0.34327,50,0.15593,0.12158,0.62901
2024-1-3,2,3.387,38.0685,4.82569,39.5,596.874,1037.74,0,1,3,2024,13.5,3,420,50,0.33631,50,0.17253,0.129,0.63249
2024-1-3,2,3.491,38.2406,4.84786,39.5,533.183,941.351,0,1,3,2024,14,3,420,50,0.32671,50,0.17077,0.13967,0.63663
2024-1-3,2,3.748,38.1342,4.9453,39.5,452.882,817.134,0,1,3,2024,14.5,3,420,50,0.31272,50,0.14602,0.15603,0.63973
2024-1-3,2,3.768,36.4234,5.08925,39.5,364.09,673.553,0,1,3,2024,15,3,420,50,0.29352,50,0.13423,0.16078,0.64444
2024-1-3,2,3.759,44.3811,4.44941,39.5,256.443,490.14,0,1,3,2024,15.5,3,420,50,0.26193,50,0.13298,0.16295,0.64701
2024-1-4,2,3.263,49.7862,3.87839,39.5,372.008,569.444,0,1,4,2024,9,4,420,50,0.23606,50,0.08471,0.09647,0.62357
2024-1-4,2,4.401,48.1419,4.34053,39.5,537.338,884.287,0,1,4,2024,10.5,4,420,50,0.27229,50,0.12272,0.10382,0.62332
2024-1-4,2,5.821,41.4849,5.40849,39.5,716.84,1179.36,0,1,4,2024,11,4,420,50,0.30496,50,0.10178,0.10806,0.62422
2024-1-4,2,6.575,35.9671,6.23563,39.5,619.092,1044.59,0,1,4,2024,12,4,420,50,0.28517,50,0.07434,0.10997,0.62093
2024-1-4,2,7.211,33.82,6.7331,39.5,653.839,1123.49,0,1,4,2024,12.5,4,420,50,0.29062,50,0.07728,0.11881,0.62481
2024-1-4,2,7.39,36.8994,6.49912,39.5,674.11,1178.2,0,1,4,2024,13,4,420,50,0.29325,50,0.08737,0.12294,0.62993
2024-1-4,2,8.143,27.7217,7.83747,39.5,605.722,1076.7,0,1,4,2024,13.5,4,420,50,0.27889,50,0.13404,0.12778,0.63374
2024-1-4,2,7.784,26.189,7.81002,39.5,518.648,941.706,0,1,4,2024,14,4,420,50,0.25859,50,0.12568,0.13815,0.63785
2024-1-4,2,7.276,30.6161,7.09063,39.5,432.954,803.111,0,1,4,2024,14.5,4,420,50,0.2355,50,0.12194,0.15476,0.64136
2024-1-4,2,7.478,29.7802,7.27612,39.5,345.54,657.017,0,1,4,2024,15,4,420,50,0.208,50,0.0894,0.1783,0.64688
2024-1-4,2,7.003,34.296,6.58983,39.5,249.232,486.753,0,1,4,2024,15.5,4,420,50,0.1717,50,0.09495,0.21284,0.65075
2024-1-5,2,6.62,41.3225,5.73188,39.3,334.439,569.768,0,1,5,2024,10,5,420,50,0.20278,50,0.04303,0.10353,0.63606
2024-1-5,2,7.088,39.8179,6.07137,39.3,451.239,768.986,0,1,5,2024,10.5,5,420,50,0.25246,50,0.10051,0.10423,0.63372
2024-1-5,2,8.115,39.3615,6.56278,39.3,609.219,1046.44,0,1,5,2024,11,5,420,50,0.30809,50,0.09853,0.10911,0.63054
2024-1-5,2,9.061,37.997,7.15544,39.3,670.536,1157.89,0,1,5,2024,11.5,5,420,50,0.32916,50,0.08452,0.10948,0.62562
2024-1-5,2,9.329,37.2748,7.37099,39.3,649.015,1138.09,0,1,5,2024,12,5,420,50,0.32645,50,0.10102,0.11195,0.62701
2024-1-5,2,9.491,36.643,7.52699,39.3,627.322,1113.02,0,1,5,2024,12.5,5,420,50,0.3234,50,0.10217,0.11568,0.62739
2024-1-5,2,8.827,36.5974,7.20201,39.3,595.077,1067.08,0,1,5,2024,13,5,420,50,0.31671,50,0.1141,0.12068,0.63047
2024-1-5,2,8.626,35.0768,7.27492,39.3,551.178,998.59,0,1,5,2024,13.5,5,420,50,0.30545,50,0.12597,0.12785,0.63424
2024-1-5,2,8.856,39.0302,6.93928,39.3,489.339,898.449,0,1,5,2024,14,5,420,50,0.28634,50,0.13209,0.13783,0.63796
2024-1-5,2,9.34,41.4122,6.88991,39.3,409.698,766.401,0,1,5,2024,14.5,5,420,50,0.25718,50,0.11139,0.15236,0.64098
2024-1-5,2,8.932,40.5368,6.80272,39.3,328.294,629.579,0,1,5,2024,15,5,420,50,0.22228,50,0.10789,0.17453,0.64585
2024-1-5,2,8.559,37.2512,6.99937,39.3,239.597,477.043,0,1,5,2024,15.5,5,420,50,0.17695,50,0.09464,0.2067,0.65024
2024-1-6,2,7.118,18.5286,8.23607,39.1,95.2027,160.477,0,1,6,2024,9,6,420,50,0.10964,50,0.0322,0.11258,0.59375
2024-1-6,2,7.377,20.5136,8.17951,39.1,152.73,255.548,0,1,6,2024,9.5,6,420,50,0.16687,50,0.03228,0.11239,0.59618
2024-1-6,2,7.344,22.3739,7.97002,39.1,278.237,466.478,0,1,6,2024,10,6,420,50,0.27165,50,0.04842,0.10683,0.61086
2024-1-6,2,7.179,22.7647,7.84062,39.1,465.068,788.304,0,1,6,2024,10.5,6,420,50,0.39151,50,0.13961,0.10107,0.63283
2024-1-6,2,7.299,22.4754,7.93507,39.1,623.577,1054.31,0,1,6,2024,11,6,420,50,0.47111,50,0.13797,0.10694,0.63062
2024-1-6,2,7.487,22.4742,8.03811,39.1,658.205,1124.84,0,1,6,2024,11.5,6,420,50,0.48912,50,0.11101,0.10945,0.62693
2024-1-6,2,7.447,22.3587,8.02806,39.1,660.223,1139.88,0,1,6,2024,12,6,420,50,0.49337,50,0.11973,0.11237,0.62784
2024-1-6,2,7.508,24.8133,7.8068,39.1,643.692,1121.42,0,1,6,2024,12.5,6,420,50,0.48977,50,0.1316,0.11575,0.62792
2024-1-6,2,7.628,26.9141,7.65126,39.1,613.826,1080.82,0,1,6,2024,13,6,420,50,0.47999,50,0.12664,0.12055,0.63134
2024-1-6,2,7.948,22.6189,8.27998,39.1,572.54,1019.73,0,1,6,2024,13.5,6,420,50,0.46405,50,0.13502,0.12742,0.6352
2024-1-6,2,8.371,21.5679,8.63775,39.1,513.241,929.489,0,1,6,2024,14,6,420,50,0.43733,50,0.13529,0.13746,0.63904
2024-1-6,2,8.227,21.247,8.58853,39.1,439.279,807.412,0,1,6,2024,14.5,6,420,50,0.39885,50,0.12827,0.15271,0.64197
2024-1-6,2,8.384,22.063,8.59081,39.1,348.352,652.694,0,1,6,2024,15,6,420,50,0.34307,50,0.10938,0.17445,0.64647
2024-1-6,2,7.801,27.7168,7.65725,39.1,248.539,473.732,0,1,6,2024,15.5,6,420,50,0.26931,50,0.07911,0.20295,0.64923
2024-1-7,2,3.153,30.3901,5.33468,39,217.884,355.567,0,1,7,2024,9,7,420,50,0.24171,50,0.06373,0.10638,0.61058
2024-1-7,2,3.617,30.6518,5.49231,39,439.599,703.17,0,1,7,2024,9.5,7,420,50,0.40956,50,0.11971,0.09757,0.63689
2024-1-7,2,3.932,30.9511,5.59167,39,516.4,847.342,0,1,7,2024,10,7,420,50,0.45607,50,0.11497,0.10161,0.63613
2024-1-7,2,4.376,29.2301,5.91306,38.9,477.661,803.582,0,1,7,2024,10.5,7,420,50,0.43312,50,0.09017,0.10654,0.62732
2024-1-7,2,5.947,36.7242,5.89989,38.9,321.125,570.495,0,1,7,2024,12,7,420,50,0.32614,50,0.09903,0.11434,0.60672
2024-1-7,2,7.788,38.9801,6.45835,38.9,453.375,782.089,0,1,7,2024,14,7,420,50,0.41757,50,0.07445,0.12745,0.62166
2024-1-8,2,2.993,62.9399,2.80806,38.8,66.4505,124.344,0,1,8,2024,9,8,420,50,0.07948,50,0.03293,0.11058,0.58615
2024-1-8,2,2.747,61.488,2.86741,38.8,148.287,257.965,0,1,8,2024,9.5,8,420,50,0.1662,50,0.05541,0.10693,0.58717
2024-1-8,2,3.095,63.6461,2.77459,38.8,265.553,449.817,0,1,8,2024,10,8,420,50,0.27352,50,0.07902,0.10612,0.59631
2024-1-8,2,4.156,71.8104,2.31916,38.8,245.422,415.942,0,1,8,2024,10.5,8,420,50,0.2561,50,0.06897,0.10857,0.59257
2024-1-8,2,3.934,72.5211,2.22559,38.8,236.705,403.65,0,1,8,2024,11,8,420,50,0.24829,50,0.05757,0.10844,0.58872
2024-1-8,2,3.658,71.0443,2.29992,38.8,170.9,295.468,0,1,8,2024,11.5,8,420,50,0.1876,50,0.05458,0.11052,0.58488
2024-1-8,2,3.781,67.4531,2.60774,38.8,210.217,356.057,0,1,8,2024,12,8,420,50,0.22421,50,0.06454,0.11027,0.58448
2024-1-8,2,4.241,70.0455,2.47915,38.8,250.808,428.215,0,1,8,2024,12.5,8,420,50,0.25999,50,0.05226,0.11043,0.58955
2024-1-8,2,5.034,70.4595,2.58471,38.8,570.27,991.006,0,1,8,2024,13,8,420,50,0.48763,50,0.11937,0.11295,0.61074
2024-1-8,2,5.496,70.724,2.64548,38.8,480.98,849.904,0,1,8,2024,13.5,8,420,50,0.43219,50,0.10943,0.13454,0.62473
2024-1-8,2,5.646,72.0695,2.55038,38.7,429.024,762.055,0,1,8,2024,14,8,420,50,0.39718,50,0.11044,0.13582,0.62738
2024-1-8,2,5.546,72.8462,2.46227,38.7,371.456,665.386,0,1,8,2024,14.5,8,420,50,0.35577,50,0.12522,0.14502,0.6295
2024-1-8,2,4.69,72.7334,2.32899,38.8,301.573,543.944,0,1,8,2024,15,8,420,50,0.30145,50,0.09455,0.15982,0.632
2024-1-8,2,4.788,70.8493,2.50708,38.7,221.972,408.969,0,1,8,2024,15.5,8,420,50,0.23347,50,0.07059,0.18048,0.63772
2024-1-9,2,6.86,73.0861,2.67292,38.7,326.322,515.943,0,1,9,2024,9,9,420,50,0.32297,50,0.11035,0.0933,0.63903
2024-1-9,2,6.948,72.4385,2.75386,38.7,433.397,699.255,0,1,9,2024,9.5,9,420,50,0.40563,50,0.10986,0.09739,0.63911
2024-1-9,2,6.578,74.5655,2.47737,38.7,502.769,831.15,0,1,9,2024,10,9,420,50,0.45483,50,0.11258,0.1005,0.63522
2024-1-9,2,7.138,71.6533,2.86955,38.7,564.305,949.098,0,1,9,2024,10.5,9,420,50,0.49593,50,0.10781,0.10339,0.63156
2024-1-9,2,7.036,72.6541,2.7489,38.7,588.433,1001.42,0,1,9,2024,11,9,420,50,0.51189,50,0.10799,0.10592,0.62554
2024-1-9,2,6.655,73.5562,2.58939,38.7,576.761,991.972,0,1,9,2024,11.5,9,420,50,0.50533,50,0.1171,0.11036,0.62142
2024-1-9,2,6.088,77.5158,2.11704,38.6,550.828,959.24,0,1,9,2024,13,9,420,50,0.49094,50,0.10449,0.11898,0.62222
2024-1-9,2,5.895,77.3617,2.10321,38.6,490.724,852.261,0,1,9,2024,13.5,9,420,50,0.45132,50,0.2541,0.12253,0.61715
2024-1-10,2,0.608,42.6109,3.66374,38.6,384.625,579.949,0,1,10,2024,9,10,420,50,0.39526,50,0.11557,0.09095,0.6418
2024-1-10,2,1.737,40.3091,4.13439,38.6,470.769,735.046,0,1,10,2024,9.5,10,420,50,0.46327,50,0.11459,0.09607,0.63854
2024-1-10,2,4.726,25.9724,6.33907,38.5,365.617,668.138,0,1,10,2024,15,10,420,50,0.38589,50,0.10616,0.17097,0.64213
2024-1-11,2,7.805,34.3019,6.96157,38.5,375.712,579.211,0,1,11,2024,9,11,420,50,0.41265,50,0.11653,0.09117,0.64788
2024-1-11,2,7.386,34.8942,6.70381,38.5,467.626,742.902,0,1,11,2024,9.5,11,420,50,0.48648,50,0.1247,0.09592,0.64254
2024-1-11,2,7.192,35.7631,6.5269,38.5,536.093,872.09,0,1,11,2024,10,11,420,50,0.53647,50,0.10777,0.0992,0.63721
2024-1-11,2,7.626,36.6855,6.6274,38.5,593.074,982.686,0,1,11,2024,10.5,11,420,50,0.57507,50,0.10971,0.102,0.63204
2024-1-11,2,7.324,41.0176,6.04753,38.5,636.486,1069.01,0,1,11,2024,11,11,420,50,0.60272,50,0.09996,0.10487,0.62603
2024-1-11,2,8.446,40.2025,6.61917,38.4,565.183,1007.17,0,1,11,2024,13.5,11,420,50,0.55669,50,0.10095,0.12472,0.62992
2024-1-11,2,9.036,37.2765,7.22637,38.4,505,910.347,0,1,11,2024,14,11,420,50,0.51576,50,0.09671,0.13357,0.63268
2024-1-11,2,9.758,34.8539,7.87986,38.4,436.645,798.81,0,1,11,2024,14.5,11,420,50,0.46591,50,0.09636,0.14715,0.63636
2024-1-11,2,8.654,39.3856,6.80502,38.4,351.755,653.551,0,1,11,2024,15,11,420,50,0.39797,50,0.09317,0.16734,0.63953
2024-1-12,2,9.715,51.6559,5.83067,38.3,388.079,600.557,0,1,12,2024,9,12,420,50,0.4434,50,0.11981,0.08962,0.64873
2024-1-12,2,9.685,52.4518,5.72312,38.3,471.515,751.255,0,1,12,2024,9.5,12,420,50,0.50157,50,0.12061,0.09469,0.64312
2024-1-12,2,10.177,51.0451,6.09029,38.3,541.449,879.496,0,1,12,2024,10,12,420,50,0.54439,50,0.12428,0.09814,0.63732
2024-1-12,2,10.374,51.9614,6.05562,38.3,596.843,985.314,0,1,12,2024,10.5,12,420,50,0.57497,50,0.12281,0.10104,0.63236
2024-1-12,2,10.808,52.1521,6.20891,38.3,641.59,1072.57,0,1,12,2024,11,12,420,50,0.59768,50,0.11389,0.10409,0.62718
2024-1-12,2,10.521,54.8901,5.74259,38.3,674.327,1142.88,0,1,12,2024,11.5,12,420,50,0.61319,50,0.0981,0.1069,0.62243
2024-1-12,2,10.654,54.4344,5.85234,38.3,671.955,1149.36,0,1,12,2024,12,12,420,50,0.61182,50,0.10253,0.10983,0.62246
2024-1-12,2,10.803,53.5431,6.0264,38.3,659.152,1138.7,0,1,12,2024,12.5,12,420,50,0.60558,50,0.10529,0.11331,0.62239
2024-1-12,2,11.367,51.7929,6.49242,38.3,632.831,1108.67,0,1,12,2024,13,12,420,50,0.59275,50,0.12359,0.11798,0.62578
2024-1-12,2,11.252,51.5054,6.48148,38.2,583.562,1033.36,0,1,12,2024,13.5,12,420,50,0.56777,50,0.12569,0.12442,0.62981
2024-1-12,2,11.958,49.0494,7.13563,38.2,516.255,926.056,0,1,12,2024,14,12,420,50,0.53078,50,0.12996,0.13317,0.63272
2024-1-12,2,12.191,47.3502,7.4878,38.2,444.727,808.525,0,1,12,2024,14.5,12,420,50,0.48702,50,0.11671,0.1468,0.63617
2024-1-12,2,12.506,46.5735,7.75744,38.2,355.901,660.745,0,1,12,2024,15,12,420,50,0.42451,50,0.10022,0.1674,0.64085
2024-1-12,2,11.942,48.1253,7.25738,38.2,263.296,500.914,0,1,12,2024,15.5,12,420,50,0.34676,50,0.08995,0.19756,0.64483
2024-1-13,2,11.541,41.2765,8.0005,38.1,555.888,899.841,0,1,13,2024,10,13,420,50,0.45092,50,0.13484,0.09783,0.6392
2024-1-13,2,11.352,43.8074,7.56036,38.1,616.8,1015.33,0,1,13,2024,10.5,13,420,50,0.47354,50,0.13479,0.10099,0.63344
2024-1-13,2,11.603,42.2243,7.90376,38.1,666.82,1111.79,0,1,13,2024,11,13,420,50,0.48962,50,0.14131,0.10407,0.62757
2024-1-13,2,12.075,43.9152,7.91556,38.1,697.971,1180.87,0,1,13,2024,11.5,13,420,50,0.49739,50,0.12232,0.10677,0.62368
2024-1-13,2,12.148,45.4211,7.74019,38.1,695.289,1190.05,0,1,13,2024,12,13,420,50,0.49237,50,0.12298,0.10963,0.62422
2024-1-13,2,12.632,43.8161,8.22562,38.1,681.086,1177.6,0,1,13,2024,12.5,13,420,50,0.48306,50,0.13639,0.11296,0.62362
2024-1-13,2,12.877,42.492,8.55589,38.1,647.459,1132.32,0,1,13,2024,13,13,420,50,0.46619,50,0.13612,0.11765,0.62687
2024-1-13,2,13.121,40.8986,8.93454,38,599.212,1060.02,0,1,13,2024,13.5,13,420,50,0.44282,50,0.13888,0.12417,0.63134
2024-1-13,2,13.195,40.2842,9.07121,38.1,537.74,964.361,0,1,13,2024,14,13,420,50,0.4124,50,0.14436,0.13346,0.63402
2024-1-13,2,13.354,39.7267,9.25149,38,466.439,848.822,0,1,13,2024,14.5,13,420,50,0.37496,50,0.12931,0.14744,0.63701
2024-1-13,2,13.382,36.243,9.80411,38,380.785,708.071,0,1,13,2024,15,13,420,50,0.32599,50,0.12115,0.16938,0.64195
2024-1-13,2,13.315,33.0189,10.25494,38,288.082,552.382,0,1,13,2024,15.5,13,420,50,0.26367,50,0.10907,0.20258,0.64776
2024-1-15,2,2.248,40.152,4.3,37.7,75.4826,129.511,0,1,15,2024,9,15,420,50,0.06976,50,0.03107,0.11001,0.58272
2024-1-15,2,2.81,35.766,4.80406,37.7,142.541,239.472,0,1,15,2024,9.5,15,420,50,0.13048,50,0.04605,0.10953,0.58199
2024-1-15,2,3.233,37.4582,4.8203,37.7,305.502,506.188,0,1,15,2024,10,15,420,50,0.26821,50,0.08176,0.10189,0.59752
2024-1-15,2,4.34,53.4928,3.87601,37.7,142.467,240.207,0,1,15,2024,14.5,15,420,50,0.14901,50,0.0366,0.11071,0.5812
2024-1-15,2,4.209,53.7184,3.82182,37.7,179.434,302.261,0,1,15,2024,15,15,420,50,0.18757,50,0.04166,0.11152,0.58639
2024-1-16,2,4.108,96.9918,0.24665,37.6,31.1652,58.3078,0.7,1,16,2024,9.5,16,420,50,0.04418,50,0.02651,0.09285,0.51004
2024-1-16,2,4.072,97.6282,0.19398,37.6,52.4373,94.7983,0.6,1,16,2024,10,16,420,50,0.07363,50,0.01999,0.08783,0.49978
2024-1-16,2,4.284,98.4122,0.13181,37.6,73.1999,125.818,0,1,16,2024,11.5,16,420,50,0.10154,50,0.01591,0.08206,0.43284
2024-1-16,2,4.343,98.7458,0.10455,37.6,74.5994,128.892,0,1,16,2024,12,16,420,50,0.10327,50,0.04549,0.08236,0.43254
2024-1-16,2,4.318,98.8578,0.09505,37.6,80.7788,141.087,0,1,16,2024,12.5,16,420,50,0.1114,50,0.04777,0.0983,0.5178
2024-1-16,2,4.466,96.5254,0.29216,37.6,70.0757,121.878,0,1,16,2024,13.5,16,420,50,0.09674,50,0.03828,0.09507,0.56141
2024-1-16,2,4.428,95.3151,0.39287,37.6,73.7147,128.852,0,1,16,2024,14,16,420,50,0.10147,50,0.0322,0.09336,0.56674
2024-1-16,2,4.263,94.9061,0.42224,37.6,50.4246,88.1223,0,1,16,2024,14.5,16,420,50,0.06993,50,0.01651,0.09958,0.57324
2024-1-16,2,4.518,92.9996,0.59077,37.6,43.124,76.5685,0,1,16,2024,15,16,420,50,0.05989,50,0.01471,0.09883,0.5771
2024-1-16,2,4.89,92.3081,0.66628,37.6,16.3893,31.2493,0,1,16,2024,16,16,420,50,0.02293,50,0.0125,0.10149,0.57323
2024-1-17,2,6.735,99.1784,0.0809,39.6,1.62212,3.58994,0,1,17,2024,7.5,17,420,50,0.00218,50,3.59E-04,0.10515,0.64545
2024-1-17,2,6.409,99.1113,0.08556,40.3,2.23236,5.43022,0.3,1,17,2024,8,17,420,50,0.003,50,5.43E-04,0.09815,0.64687
2024-1-17,2,6.184,99.0046,0.09435,40.6,4.96815,11.0372,1.7,1,17,2024,8.5,17,420,50,0.00665,50,0.0011,0.08908,0.64419
2024-1-17,2,6.127,99.0931,0.08562,41.1,10.7283,21.3221,1.1,1,17,2024,9,17,420,50,0.01431,50,0.00213,0.09117,0.64788
2024-1-17,2,6.192,99.1735,0.07838,44.7,12.8973,25.6494,0.2,1,17,2024,9.5,17,420,50,0.01716,50,0.00256,0.09592,0.64254
2024-1-17,2,6.273,99.2863,0.06807,46,13.3688,26.9662,0.5,1,17,2024,10,17,420,50,0.01776,50,0.0027,0.0992,0.63721
2024-1-17,2,6.296,99.3661,0.06055,45.4,14.0496,28.9789,1.2,1,17,2024,10.5,17,420,50,0.01863,50,0.0029,0.102,0.63204
2024-1-17,2,4.89,99.7096,0.02515,43.5,12.3902,24.6985,1.2,1,17,2024,16.5,17,420,50,0.01614,50,0.00247,0.13249,0.59699
2024-1-17,2,5.186,99.7362,0.02333,46.8,4.40374,8.59171,0.8,1,17,2024,17,17,420,50,0.00575,50,8.59E-04,0.13776,0.62209
2024-1-18,2,4.802,99.912,0.00758,47.7,5.53207,11.6888,0.7,1,18,2024,7.5,18,420,50,0.00689,50,0.00117,0.10515,0.64545
2024-1-18,2,3.865,99.9149,0.00686,47.5,15.6597,30.4031,0.2,1,18,2024,8,18,420,50,0.01939,50,0.00304,0.09815,0.64687
2024-1-18,2,4.682,99.9559,0.00376,45.7,90.2818,164.299,0,1,18,2024,10.5,18,420,50,0.10695,50,0.01643,0.102,0.63204
2024-1-18,2,4.912,99.9569,0.00374,45.5,77.4466,142.434,0,1,18,2024,11,18,420,50,0.09213,50,0.01424,0.10487,0.62603
2024-1-18,2,4.685,99.9226,0.00661,45.2,98.9837,178.282,0,1,18,2024,11.5,18,420,50,0.11637,50,0.01783,0.10744,0.62263
2024-1-18,2,5.363,99.959,0.00367,44.9,113.665,204.239,0,1,18,2024,12,18,420,50,0.1325,50,0.02042,0.11018,0.62305
2024-1-18,2,3.884,99.8472,0.01233,44.7,107.303,199.649,0,1,18,2024,12.5,18,420,50,0.12523,50,0.01996,0.11376,0.62334
2024-1-18,2,1.861,99.9805,0.00136,43.6,11.6259,23.8021,0.8,1,18,2024,16,18,420,50,0.01404,50,0.00238,0.21566,0.63762
2024-1-18,2,1.433,99.9827,0.00117,43.6,9.71544,18.4281,0.9,1,18,2024,16.5,18,420,50,0.01173,50,0.00184,0.13249,0.59699
2024-1-18,2,1.276,99.9824,0.00118,43.8,2.44842,5.37075,0.7,1,18,2024,17,18,420,50,0.00296,50,5.37E-04,0.13776,0.62209
2024-1-19,2,-0.175,99.9863,8.26E-04,44.1,4.57331,8.49329,0,1,19,2024,7.5,19,420,50,0.00526,50,8.49E-04,0.10515,0.64545
2024-1-19,2,-0.132,100.02,-0.00121,42.9,9.09072,17.5404,0.1,1,19,2024,16.5,19,420,50,0.0101,50,0.00175,0.13249,0.59699
2024-1-19,2,-0.313,100.018,-0.00107,42.8,1.61531,4.99852,0,1,19,2024,17,19,420,50,0.0018,50,5.00E-04,0.13776,0.62209
2024-1-20,2,-2.844,96.8077,0.15805,42.1,5.24161,10.6722,0,1,20,2024,7.5,20,420,50,0.00552,50,0.00107,0.10515,0.64545
2024-1-20,2,-2.929,96.8941,0.1528,42.1,14.9262,27.2208,0,1,20,2024,8,20,420,50,0.01559,50,0.00272,0.09815,0.64687
2024-1-21,2,-4.173,96.4098,0.16085,41.3,9.68964,17.2246,0,1,21,2024,17,21,420,50,0.00886,50,0.00172,0.1385,0.62468
2024-1-22,2,-10.934,74.213,0.68227,41,19.4221,35.6317,0,1,22,2024,17,22,420,50,0.01574,50,0.00356,0.13245,0.6156
2024-1-23,2,-7.429,43.0442,1.98783,40.7,22.2274,54.6568,0,1,23,2024,17,23,420,50,0.01581,50,0.00547,0.13245,0.6156
2024-1-24,2,-3.207,36.1694,3.07548,40.3,18.3541,33.0178,0,1,24,2024,17,24,420,50,0.01133,50,0.0033,0.13245,0.6156
2024-1-25,2,0.337,31.4156,4.29309,40.1,675.948,1159.05,0,1,25,2024,13,25,420,50,0.22876,50,0.11591,0.11295,0.61074
2024-1-26,2,-3.155,38.082,2.99498,40,11.1673,20.3818,0,1,26,2024,7.5,26,420,50,0.01951,50,0.00204,0.11164,0.59148
